iter	RMSE
139	0.1304033771
140	0.1290971222
141	0.1280440279
142	0.1269961624
143	0.1259757614
144	0.1249586044
145	0.1238829057
146	0.1229057235
147	0.1219368864
148	0.1209602158
149	0.1199848232
150	0.1188825414
151	0.1179299505
152	0.1171035866
153	0.1162850878
154	0.1154773374
155	0.1146099406
156	0.113919322
157	0.1132183519
158	0.1123847853
159	0.1117433274
160	0.1110366669
161	0.1103534651
162	0.1096632181
163	0.1089787295
164	0.1083651585
165	0.1075458347
166	0.1069950203
167	0.1064516429
168	0.1058155739
169	0.1052288448
170	0.1047565628
171	0.1041966522
172	0.1037006434
173	0.1031026279
174	0.1026091787
175	0.1020963714
176	0.1015677498
177	0.1010430856
178	0.1005221755
179	0.1000150486
180	0.09958884134
181	0.09918201701
182	0.09864938231
183	0.098198634
184	0.09776086589
185	0.09726902886
186	0.09687374356
187	0.09641357419
188	0.09616034449
189	0.09577206972
190	0.09535462631
191	0.09483023439
192	0.09438742089
193	0.09408624613
194	0.09372573494
195	0.09334765285
196	0.09294167454
197	0.09255355995
198	0.09211972959
199	0.09176898376
200	0.09138706664
201	0.09102692491
202	0.09065239498
203	0.09027646149
204	0.09005402103
205	0.08966038215
206	0.08928186776
207	0.08886755157
208	0.08860796859
209	0.08820153557
210	0.08792185791
211	0.08755242215
212	0.08728782228
213	0.08701170515
214	0.08674472602
215	0.08636271367
216	0.08606919986
217	0.08575693779
218	0.08550237644
219	0.08523214345
220	0.08492475342
221	0.08450638301
222	0.08405464866
223	0.08375890822
224	0.08352947775
225	0.08308790914
226	0.08288363941
227	0.08256670523
228	0.08206542432
229	0.08175878197
230	0.08147454066
231	0.0812038051
232	0.08086984295
233	0.08061156591
234	0.08039070984
235	0.08014097793
236	0.07973733305
237	0.07948436899
238	0.07907054368
239	0.07881371371
240	0.07858563542
241	0.07830454899
242	0.07810738718
243	0.07787594054
244	0.07754582646
245	0.07728317992
246	0.07702481603
247	0.07683775667
248	0.07650124908
249	0.07622878681
250	0.07599648461
251	0.07571207242
252	0.07546407978
253	0.07511354613
254	0.07485585926
255	0.07459659128
256	0.07431471087
257	0.07415258455
258	0.07380467505
259	0.07350182395
260	0.07328266948
261	0.07305153374
262	0.07283029328
263	0.0725577295
264	0.0724932306
265	0.072311427
266	0.0720867922
267	0.07183301075
268	0.07165129389
269	0.07145475193
270	0.07118268624
271	0.0709458771
272	0.07076987287
273	0.07041801962
274	0.07024586543
275	0.07009950084
276	0.06985319753
277	0.06949719169
278	0.06936295584
279	0.06920934138
280	0.06898495524
281	0.06877070189
282	0.06854686548
283	0.0683831181
284	0.06817237712
285	0.06784324998
286	0.0675218174
287	0.06738025204
288	0.06717167903
289	0.06697251734
290	0.06675254299
291	0.06652606618
292	0.06643304113
293	0.06622739619
294	0.0660123477
295	0.06583728392
296	0.06572984616
297	0.06548970074
298	0.06532290059
299	0.06511196345
300	0.06484938956
301	0.0646581149
302	0.06453325332
303	0.06430395204
304	0.06408802364
305	0.06394329527
306	0.06384641455
307	0.06364215278
308	0.06339452717
309	0.06329723268
310	0.06309722139
311	0.06294358725
312	0.06277733469
313	0.06257477396
314	0.06250584167
315	0.06224757651
316	0.06208989284
317	0.06188834409
318	0.06175434228
319	0.06167587983
320	0.06142290547
321	0.06124123574
322	0.0610608999
323	0.06091591473
324	0.06076273355
325	0.06068634178
326	0.06059804293
327	0.06042334561
328	0.06021527467
329	0.06011697811
330	0.05997996456
331	0.05975450176
332	0.05958055435
333	0.0594350815
334	0.05929359391
335	0.05914205033
336	0.0590064009
337	0.05886378295
338	0.05878650461
339	0.05861606707
340	0.05854056222
341	0.05842517658
342	0.05832002355
343	0.0581811312
344	0.0580221803
345	0.05781930415
346	0.05768609676
347	0.0575957974
348	0.05750859081
349	0.05730823087
350	0.05715438842
351	0.05698478768
352	0.05682612232
353	0.0566602546
354	0.05657843289
355	0.056500682
356	0.05636206488
357	0.05628910096
358	0.05620485376
359	0.05602971124
360	0.05586385714
361	0.05576111497
362	0.05563498681
363	0.05555572354
364	0.05541882216
365	0.05531379865
366	0.05522298622
367	0.05507072622
368	0.05491271859
369	0.05479546328
370	0.0546666226
371	0.05458328534
372	0.05452120677
373	0.05440578783
374	0.05431853353
375	0.05420463222
376	0.05413512037
377	0.05396801608
378	0.05382862211
379	0.05370565855
380	0.05360299334
381	0.05346142423
382	0.05333409527
383	0.05319529405
384	0.05306681135
385	0.05297489368
386	0.05288312075
387	0.05275050289
388	0.05260815557
389	0.05246777339
390	0.05240794636
391	0.05235317788
392	0.05228254949
393	0.0522026544
394	0.0521172165
395	0.05206027841
396	0.05199864717
397	0.05190930554
398	0.05174986118
399	0.05162972997
400	0.05151857609
401	0.05139092497
402	0.05126963056
403	0.05113153989
404	0.05108430468
405	0.0510032937
406	0.0509333253
407	0.05084089739
408	0.05073556419
409	0.05062865283
410	0.05052436293
411	0.05041619403
412	0.05030752052
413	0.05023806854
414	0.05015897385
415	0.05005810507
416	0.04996901378
417	0.04993272568
418	0.04984997648
419	0.04975327092
420	0.0496259959
421	0.0495208851
422	0.04947819794
423	0.0493714683
424	0.04925381201
425	0.04920587815
426	0.04915800593
427	0.04906183502
428	0.04897897644
429	0.04887903217
430	0.04882582415
431	0.04874585236
432	0.04867536232
433	0.04859302233
434	0.0485221597
435	0.04842360741
436	0.04838220433
437	0.04828300301
438	0.04816671549
439	0.04805369595
440	0.0479529979
441	0.0478391158
442	0.04773311443
443	0.04764093859
444	0.04752644457
445	0.04745599792
446	0.04732996053
447	0.04726147288
448	0.04719846309
449	0.0470810297
450	0.04701317665
451	0.04687908356
452	0.04685873549
453	0.04675362375
454	0.04665362646
455	0.04657548079
456	0.04648419838
457	0.04639242301
458	0.04630903202
459	0.04625583641
460	0.04616054826
461	0.04606634747
462	0.04598781695
463	0.04595932492
464	0.04586910367
465	0.04578314495
466	0.04569864245
467	0.04556879187
468	0.04546027396
469	0.04538887022
470	0.04529012122
471	0.04519678814
472	0.04511556826
473	0.04503494999
474	0.04500756073
475	0.0449245812
476	0.04486800957
477	0.04481176834
478	0.04470562497
479	0.04464424446
480	0.04457409379
481	0.04447675458
482	0.04438168184
483	0.04429725408
484	0.044221649
485	0.04415370218
486	0.04409364185
487	0.04406402268
488	0.04396643567
489	0.04392091812
490	0.04386808083
491	0.0438044639
492	0.04375111981
493	0.04367685755
494	0.0436509899
495	0.04362368064
496	0.0435683863
497	0.04349658573
498	0.04341617983
499	0.04336423583
500	0.04331786342
501	0.0432364079
502	0.04314485093
503	0.04307730217
504	0.04299140715
505	0.04290937459
506	0.04282521387
507	0.04277724094
508	0.04268416168
509	0.0426260858
510	0.04255297795
511	0.04253818124
512	0.04249312178
513	0.04241010842
514	0.04234949298
515	0.04226322629
516	0.04218186326
517	0.0421226961
518	0.04206302971
519	0.04198106269
520	0.04192257223
521	0.04188668227
522	0.04182416087
523	0.04173840959
524	0.04166905884
525	0.04162109838
526	0.04154752011
527	0.04148359314
528	0.04141667391
529	0.04134049217
530	0.04131102461
531	0.04129237874
532	0.04122548962
533	0.04120121737
534	0.04117084951
535	0.04111319932
536	0.04104981711
537	0.04097362138
538	0.040892614
539	0.04081312607
540	0.04073417868
541	0.04069238866
542	0.04063032272
543	0.04056560963
544	0.0404935775
545	0.04043727008
546	0.04035899258
547	0.04030870955
548	0.04023315301
549	0.04016027833
550	0.04008324288
551	0.04003203314
552	0.04000939586
553	0.03993711287
554	0.0398566464
555	0.03977478365
556	0.0397170652
557	0.0396478829
558	0.039614429
559	0.03953917573
560	0.03945782327
561	0.0393897312
562	0.03933190838
563	0.03924192409
564	0.03917648617
565	0.03909179107
566	0.03903462422
567	0.03896940564
568	0.03892429008
569	0.0388846528
570	0.03880044452
571	0.03873592438
572	0.03867585855
573	0.03858608932
574	0.0385557776
575	0.03848626128
576	0.03841172999
577	0.03836395165
578	0.03829826624
579	0.03823052994
580	0.03819232204
581	0.03816418893
582	0.03812704163
583	0.03806853723
584	0.03799786078
585	0.03795032495
586	0.03790527534
587	0.03783738482
588	0.03779354777
589	0.03773725699
590	0.03770190384
591	0.03762620489
592	0.03755521082
593	0.03751860805
594	0.03747766963
595	0.03741604413
596	0.03734487854
597	0.0372782489
598	0.03722958801
599	0.03714996682
600	0.03711358228
601	0.03704065995
602	0.03700276865
603	0.03694049538
604	0.03687160102
605	0.03683612663
606	0.03680756898
607	0.03673338233
608	0.03668363518
609	0.03663521157
610	0.03658439283
611	0.03654308701
612	0.0365317323
613	0.0364589957
614	0.03640234746
615	0.0363367126
616	0.03629623725
617	0.03623308667
618	0.03617965163
619	0.0361360233
620	0.03608464305
621	0.03606095507
622	0.03598906959
623	0.03595953122
624	0.03590196003
625	0.03582123364
626	0.03577500151
627	0.03571076688
628	0.0356456773
629	0.03557352428
630	0.03552193302
631	0.03547996836
632	0.03540567991
633	0.03533956821
634	0.03530198638
635	0.03526327535
636	0.03522767409
637	0.03519213731
638	0.03511183355
639	0.03505922356
640	0.03499724064
641	0.03496778536
642	0.03492572352
643	0.03488577546
644	0.03481955944
645	0.03476943925
646	0.03475991391
647	0.03468717702
648	0.03464106114
649	0.03460572574
650	0.03456705743
651	0.0345191344
652	0.03447019964
653	0.0344168801
654	0.03437301053
655	0.03435578799
656	0.03431274831
657	0.03429312533
658	0.03425664523
659	0.03422443568
660	0.0342184699
661	0.03418500865
662	0.03411878951
663	0.03406200811
664	0.03404856694
665	0.03399462028
666	0.03398850962
667	0.03395151132
668	0.03391174336
669	0.03386602283
670	0.03381233029
671	0.03378485707
672	0.03373733304
673	0.03367148957
674	0.03362754471
675	0.03357244727
676	0.03353683162
677	0.03347660189
678	0.0334409437
679	0.03339990166
680	0.03334826964
681	0.03334041244
682	0.03326651526
683	0.03321877732
684	0.03319250937
685	0.03318106414
686	0.03313289242
687	0.03312714783
688	0.03309536375
689	0.0330377091
690	0.032983702
691	0.0329488329
692	0.03292432766
693	0.03287808087
694	0.03284120348
695	0.03281883223
696	0.0328107283
697	0.0328009948
698	0.03277558655
699	0.03270787546
700	0.0326543742
701	0.03263831126
702	0.03257435461
703	0.03251944292
704	0.03246687237
705	0.03242086784
706	0.03237462135
707	0.03230449194
708	0.03225859764
709	0.03219238679
710	0.03216660287
711	0.0320897548
712	0.03208388104
713	0.03205332336
714	0.03200933114
715	0.03195858201
716	0.03193384504
717	0.03187243808
718	0.03184929451
719	0.03180483931
720	0.0317801827
721	0.03174018035
722	0.0317075978
723	0.03166786267
724	0.03163056727
725	0.0315840525
726	0.03155210748
727	0.0315088699
728	0.03143627164
729	0.03142575975
730	0.03137993058
731	0.03132752197
732	0.03128641414
733	0.03124251875
734	0.03120979844
735	0.03117286798
736	0.03115821107
737	0.03113459855
738	0.03108314671
739	0.03106472244
740	0.03103421755
741	0.03098909872
742	0.0309833552
743	0.03095278906
744	0.03090235634
745	0.03087720401
746	0.03083420084
747	0.03078221259
748	0.03075270937
749	0.03074700265
750	0.03074284976
751	0.03072170056
752	0.03070577191
753	0.03064598572
754	0.03062672834
755	0.0305882922
756	0.03058484622
757	0.03054735448
758	0.03051487363
759	0.03047788789
760	0.03045967871
761	0.03041898845
762	0.03037039334
763	0.03036159112
764	0.03031720073
765	0.03025903593
766	0.03021727449
767	0.03017465173
768	0.03012964387
769	0.03010657423
770	0.03007817535
771	0.03007159712
772	0.03006515465
773	0.03002323448
774	0.03001464142
775	0.02996018165
776	0.02995735918
777	0.02989769497
778	0.02987265441
779	0.02985026982
780	0.02984789738
781	0.02981407471
782	0.02975491315
783	0.02972358591
784	0.0296881184
785	0.02963238075
786	0.02961499853
787	0.02961142465
788	0.02958137225
789	0.02957575592
790	0.02954663956
791	0.0295000942
792	0.02948933477
793	0.02944663468
794	0.0294057281
795	0.02939785236
796	0.02934064817
797	0.02927817554
798	0.02923573935
799	0.02920060598
800	0.02917403539
801	0.02915256342
802	0.02909572879
803	0.02905044464
804	0.02900021505
805	0.02896371216
806	0.02893633485
807	0.02888360459
808	0.02883228176
809	0.02878123161
810	0.02873913845
811	0.0287087649
812	0.02867517846
813	0.02865421474
814	0.02861864021
815	0.02859170183
816	0.0285867061
817	0.02858015778
818	0.02855889568
819	0.0285071269
820	0.02847477444
821	0.02845168424
822	0.02841200907
823	0.02835554178
824	0.02832680564
825	0.0283102869
826	0.02826331106
827	0.02822235415
828	0.02818737983
829	0.02817565309
830	0.02817029978
831	0.02810340531
832	0.02806775352
833	0.0280297078
834	0.02802461388
835	0.02800656775
836	0.02798223679
837	0.0279684046
838	0.02794162723
839	0.02791723016
840	0.02788436551
841	0.02787992883
842	0.0278502826
843	0.02781293465
844	0.02778043811
845	0.02776182142
846	0.02773154436
847	0.02767909176
848	0.02765385443
849	0.02760844651
850	0.02757875409
851	0.02753832985
852	0.02749969054
853	0.02746616628
854	0.02743097894
855	0.02739046665
856	0.02734678004
857	0.02732169953
858	0.02727632367
859	0.02723632128
860	0.02720601306
861	0.0271931862
862	0.02716832236
863	0.02714061891
864	0.02709890451
865	0.02708055867
866	0.0270587863
867	0.02702779327
868	0.0270072461
869	0.02700349262
870	0.02698152715
871	0.02695202405
872	0.0269226361
873	0.02688950645
874	0.02686808289
875	0.02686063464
876	0.02681341288
877	0.02677485954
878	0.02677160932
879	0.02673684405
880	0.02669653176
881	0.02665877323
882	0.02662872806
883	0.02657849325
884	0.02654792607
885	0.02651992584
886	0.02650917383
887	0.02648340676
888	0.02644336947
889	0.02641635218
890	0.02638846863
891	0.0263477746
892	0.02632576193
893	0.02628600645
894	0.02625920908
895	0.02624134533
896	0.02623488114
897	0.0261887227
898	0.0261602197
899	0.02615683474
900	0.02612363512
901	0.02608782803
902	0.02608256336
903	0.02605995364
904	0.02602341526
905	0.0260093313
906	0.02598755689
907	0.02594780444
908	0.02590211078
909	0.02587868747
910	0.02585576629
911	0.02582139087
912	0.02580794389
913	0.02578733619
914	0.02574682844
915	0.02571886533
916	0.02567476573
917	0.02567202069
918	0.0256458011
919	0.02562539735
920	0.02559539622
921	0.02557076619
922	0.02554429673
923	0.02552165731
924	0.02548608002
925	0.0254464888
926	0.02540331267
927	0.02539140026
928	0.02538556489
929	0.02533306407
930	0.02529910282
931	0.02525903593
932	0.02522801955
933	0.02521003278
934	0.02518614998
935	0.02514036994
936	0.0251346343
937	0.02512139194
938	0.02509564126
939	0.02507866712
940	0.02506009137
941	0.02503792505
942	0.02498557173
943	0.02496459085
944	0.0249217766
945	0.0248894435
946	0.02483923642
947	0.02480440777
948	0.0247586733
949	0.02471781648
950	0.02468608923
951	0.0246617814
952	0.02463015943
953	0.02461138119
954	0.02459082371
955	0.02457332921
956	0.02456855373
957	0.02455638402
958	0.02452317322
959	0.02448152219
960	0.02445773279
961	0.02443091454
962	0.0243978273
963	0.02435816688
964	0.02432350571
965	0.02429259955
966	0.02427488655
967	0.02425414556
968	0.02423256945
969	0.02422856199
970	0.02420467485
971	0.02417727921
972	0.02416638161
973	0.02413691407
974	0.02411568822
975	0.02407882731
976	0.02404739039
977	0.02401709469
978	0.02401251393
979	0.02401001491
980	0.0239829303
981	0.02393910111
982	0.02392271756
983	0.0239202787
984	0.02389977604
985	0.02386723788
986	0.02384340601
987	0.02383934549
988	0.02381376434
989	0.02380375032
990	0.02378750637
991	0.02376621397
992	0.02375250361
993	0.02370559726
994	0.02369415119
995	0.02366337289
996	0.02363175375
997	0.02361397439
998	0.02358060274
999	0.02356834813
